PXD002801: mouse livers; CC experiment																																																											
"Program ""PAW_protein_grouper.py"" run on Tue Oct 28 09:49:56 2025"																																																											
																																																											
 	6326																								CC017_M	CC017_F	CC004_M	unused	CC004_F	CC001_M	CC001_F	unused	CC003_M	CC003_F	Pool		CC017_M	CC017_F	CC004_M	unused	CC004_F	CC001_M	CC001_F	unused	CC003_M	CC003_F	Pool		CC017_M	CC017_F	CC004_M	unused	CC004_F	CC001_M	CC001_F	unused	CC003_M	CC003_F	Pool
5501	1	sp|Q9DCV4|RMD1_MOUSE	 	 	"sp|Q8BRH0|TMTC3_MOUSE, sp|Q9DCV4|RMD1_MOUSE"	 	4240751	49.8	305	35000	Regulator of microtubule dynamics protein 1 OS=Mus musculus OX=10090 GN=Rmdn1 PE=1 SV=2	69	63	0.913	22	22	25	19	20	24	21.591	21.818	24.923	19	6168804	4049030	6898477	292561	5715467	6961998	3649132	272047	3164210	3653794	4082552	20	6318896	5397043	8287265	325400	5332836	7785501	5375644	335595	3861527	6584143	4960385	24	5113157	5026851	5403865	329592	4921612	5127747	4781199	201843	3662887	2224402	3679316
312	1	sp|F6ZDS4|TPR_MOUSE	 	 	 	 	4231651	30.8	2431	273987	Nucleoprotein TPR OS=Mus musculus OX=10090 GN=Tpr PE=1 SV=1	181	181	1	57	55	69	57	55	69	57	55	69	57	5367805	5411924	6441981	375686	6463517	6921723	3392509	331908	5481374	6267227	4645565	55	4484188	3831470	7127596	338218	4550134	6120788	4393426	348184	6213159	5480244	4288741	69	4331329	5051305	4967559	351009	4797748	4771316	4789439	233438	5280593	3032724	3760646
3910	1	sp|Q8K4H1|KFA_MOUSE	 	 	 	 	4218263	33.1	305	34228	Kynurenine formamidase OS=Mus musculus OX=10090 GN=Afmid PE=1 SV=1	61	61	1	17	20	24	17	20	24	17	20	24	17	5377839	4726239	7316826	285650	6919689	5522443	2468614	261338	3787195	3369441	4003527	20	5933270	3635309	8213229	270068	5669875	5476670	3386580	298215	4596788	4958802	4243881	24	6154513	6631931	7376133	402477	6938760	5039381	4226532	172245	4552350	2579483	4407381
5454	1	sp|Q9DC70|NDUS7_MOUSE	 	 	 	 	4215358	21.4	224	24683	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial OS=Mus musculus OX=10090 GN=Ndufs7 PE=1 SV=1"	48	48	1	12	20	16	12	20	16	12	20	16	12	5172035	4061453	5463586	190342	5125263	5499926	3106078	166244	3788193	3135719	3570884	20	6393305	5538529	7418689	338883	5246521	8115175	4818880	270495	5473546	7377726	5099175	16	5535889	6205387	5481235	241996	4934692	5035036	5186455	121754	4623680	2394018	3976014
5580	1	sp|Q9ERK4|XPO2_MOUSE	 	 	 	 	4215329	31.6	971	110453	Exportin-2 OS=Mus musculus OX=10090 GN=Cse1l PE=1 SV=1	111	111	1	36	36	39	36	36	39	36	36	39	36	5571794	4425429	5977455	296442	5829520	6730024	3499938	305077	5286228	6556314	4447822	36	4568806	3967424	6574379	282522	4662613	5932605	4466689	320867	6292099	5312016	4238002	39	4766482	5096096	5032998	336680	4676200	5074203	4984165	239679	6085990	3309143	3960164
928	1	sp|P17665|COX7C_MOUSE	 	 	 	 	4214871	39.7	63	7333	"Cytochrome c oxidase subunit 7C, mitochondrial OS=Mus musculus OX=10090 GN=Cox7c PE=1 SV=1"	23	23	1	8	7	8	8	7	8	8	7	8	8	7081090	5255500	6803316	445319	8060920	7928500	3901880	420998	6254925	5364545	5151699	7	5317302	5595344	8019211	408800	7489231	7995296	4902902	420898	6160386	7340852	5365022	8	2841699	2656924	2573507	174216	2956648	2620635	2589760	126484	3137870	1601172	2127892
3567	1	sp|Q8C5H8|NAKD2_MOUSE	 	 	 	 	4204315	51.1	452	50858	"NAD kinase 2, mitochondrial OS=Mus musculus OX=10090 GN=Nadk2 PE=1 SV=2"	105	105	1	37	33	35	37	33	35	37	33	35	37	4430020	4388486	5318681	312952	6516889	5685477	2886620	265515	3546175	4047531	3739834	33	3220825	3213796	5927356	275800	11710753	4808067	3542147	261863	3992076	4315307	4126799	35	5515646	6939679	6487319	495220	7423522	5275730	5634238	259443	5879147	3553159	4746310
6482	1	sp|Q8BSL7|ARF2_MOUSE_family	 	sp|Q8BSL7|ARF2_MOUSE&sp|P61205|ARF3_MOUSE	"sp|P61750|ARF4_MOUSE, sp|P84084|ARF5_MOUSE, sp|Q8BSL7|ARF2_MOUSE&sp|P61205|ARF3_MOUSE"	 	4204026	35.9	181	20746	ADP-ribosylation factor 2 OS=Mus musculus OX=10090 GN=Arf2 PE=1 SV=2	152	63	0.414	50	50	52	20	21	22	37.705	38.947	40.176	20	5812554	4663977	6357994	337336	6235024	6762845	3743769	354417	6160071	6352381	4678037	21	4464064	3869879	5893175	301178	4816918	6364700	4716266	348032	6232149	5310392	4231675	22	4377324	4708867	4637107	261708	4565334	4566461	5233485	206205	5403160	3063999	3702365
1742	1	sp|P83882|RL36A_MOUSE	 	 	 	 	4196108	23.6	106	12441	Large ribosomal subunit protein eL42 OS=Mus musculus OX=10090 GN=Rpl36a PE=1 SV=2	23	23	1	6	8	9	6	8	9	6	8	9	6	7784601	6444873	7796401	443256	8332907	8704529	5045231	499297	8005704	8255233	6131203	8	2906207	2630721	4550540	233983	2699528	3584514	3551421	248560	4676814	3362128	2844442	9	4720235	5412434	4116406	288677	4052271	4725848	4649815	193194	5154000	2813897	3612678
4401	1	sp|Q91XE4|ACY3_MOUSE	 	 	 	 	4194208	43.4	318	35286	N-acyl-aromatic-L-amino acid amidohydrolase (carboxylate-forming) OS=Mus musculus OX=10090 GN=Acy3 PE=1 SV=1	57	57	1	18	21	18	18	21	18	18	21	18	18	5368644	3167632	6563145	289116	5037378	6328418	3464378	328378	4672069	4573572	3979273	21	6265917	4015259	9375747	353084	5542756	7766707	5771676	374051	8078121	5498489	5304181	18	4430332	3908443	4671266	287420	3924159	4707123	3990377	274013	4571968	2226600	3299170
2699	1	sp|Q6GQT9|NOMO1_MOUSE	 	 	 	 	4192998	32.7	1214	133418	BOS complex subunit NOMO1 OS=Mus musculus OX=10090 GN=Nomo1 PE=1 SV=1	123	123	1	39	43	41	39	43	41	39	43	41	39	5033933	4514991	5863290	274753	6281826	6360877	3464048	293263	6251449	5937484	4427592	43	4942211	4627922	7371479	293543	5064842	7051004	5163931	330270	8297349	5962293	4910484	41	3484586	4637224	4179031	239759	4298771	3923596	3890523	155866	5024903	2574919	3240918
6481	1	sp|P68134|ACTS_MOUSE_family	 	sp|P68134|ACTS_MOUSE&sp|P68033|ACTC_MOUSE	"sp|P60710|ACTB_MOUSE&sp|Q8BFZ3|ACTBL_MOUSE, sp|P68134|ACTS_MOUSE&sp|P68033|ACTC_MOUSE"	 	4189393	44.8	377	42051	"Actin, alpha skeletal muscle OS=Mus musculus OX=10090 GN=Acta1 PE=1 SV=1"	657	101	0.154	218	214	225	35	34	32	90.672	88.759	90.714	35	6196733	4701211	7683797	400355	6776500	8249597	4560909	545342	6091172	6035939	5124156	34	4182603	3593013	6758070	308452	4973135	6551705	4938667	409033	6384647	5702740	4380207	32	3587514	3708888	3866567	294226	3566029	3636630	4699123	239923	4838550	2200707	3063816
1186	1	sp|P40630|TFAM_MOUSE	 	 	 	 	4187589	37.4	243	27987	"Transcription factor A, mitochondrial OS=Mus musculus OX=10090 GN=Tfam PE=1 SV=2"	55	55	1	17	18	20	17	18	20	17	18	20	17	4988452	4032813	6141155	275531	5569335	7201860	3339829	314520	3846961	4253254	3996371	18	4774961	3622212	7312729	272573	4527766	6697538	4752203	327298	4095333	4417819	4080043	20	5721468	5868067	6675587	350500	5422458	6599548	5165557	250543	5322194	3487608	4486353
5417	1	sp|Q9DBL7|COASY_MOUSE	 	 	 	 	4175449	25.9	563	62022	Bifunctional coenzyme A synthase OS=Mus musculus OX=10090 GN=Coasy PE=1 SV=2	75	75	1	24	24	27	24	24	27	24	24	27	24	5228587	4860850	6034758	330027	6218754	6491401	3561473	283876	5198722	4427172	4263562	24	5931172	4575044	7125009	227490	4902896	7639817	5702410	276295	7398706	6311077	5008992	27	4024520	4807108	4334562	265969	4338234	4059570	3915433	174590	4310026	2307935	3253795
4402	1	sp|Q91XE8|TM205_MOUSE	 	 	 	 	4161052	22.2	189	21180	Transmembrane protein 205 OS=Mus musculus OX=10090 GN=Tmem205 PE=1 SV=1	33	33	1	11	10	12	11	10	12	11	10	12	11	4717558	3584108	5200765	185992	5253956	4390694	2787631	207297	6196380	4951804	3747618	10	5042064	4512545	6579135	372993	5627324	6362138	4481497	353098	7515751	5734671	4658122	12	4103532	6947725	4724731	503850	5247542	4877178	4861050	301105	5878384	3329074	4077417
2947	1	sp|Q7TPR4|ACTN1_MOUSE	 	 	"sp|P57780|ACTN4_MOUSE, sp|Q7TPR4|ACTN1_MOUSE, sp|Q9JI91|ACTN2_MOUSE"	 	4160208	52.6	892	103067	Alpha-actinin-1 OS=Mus musculus OX=10090 GN=Actn1 PE=1 SV=1	205	94	0.459	63	75	67	30	32	32	42.241	46.201	44.79	30	4123827	3068079	4889675	233693	3863496	5836638	2864071	259389	3948722	4998964	3408656	32	7211450	4595508	9892179	407173	5873088	9714008	8125188	512120	9739094	6843665	6291347	32	3360809	3054814	4017211	207943	2967265	3856813	4470739	175380	3829760	1865476	2780621
3821	1	sp|Q8K1M6|DNM1L_MOUSE	 	 	 	 	4158081	48.9	736	81824	Dynamin-1-like protein OS=Mus musculus OX=10090 GN=Dnm1l PE=1 SV=3	112	112	1	39	35	38	39	35	38	39	35	38	39	5693372	4449161	5839679	346093	5815001	6847006	3862898	345708	5469611	5439477	4410801	35	4368083	2893980	5255780	188518	3686902	4959644	3943264	217566	5099048	3872085	3448487	38	6290244	6260207	5638858	350838	5514090	6109169	5889535	268216	6309068	3519331	4614956
368	1	sp|O08808|DIAP1_MOUSE	 	 	 	 	4157232	35.5	1255	139342	Protein diaphanous homolog 1 OS=Mus musculus OX=10090 GN=Diaph1 PE=1 SV=1	130	130	1	47	43	40	47	43	40	47	43	40	47	5067188	4589124	5751379	331919	6620053	7396267	4190263	360307	5772343	6031715	4611056	43	4015081	4022342	5953687	243645	4141139	5488599	5026995	262871	5683301	5216233	4005389	40	4242637	5722820	4323226	326913	4628323	5302647	4965312	223304	5656077	3161247	3855251
897	1	sp|P15532|NDKA_MOUSE	 	 	"sp|P15532|NDKA_MOUSE, sp|Q01768|NDKB_MOUSE"	 	4150501	68.4	152	17208	Nucleoside diphosphate kinase A OS=Mus musculus OX=10090 GN=Nme1 PE=1 SV=1	106	45	0.425	39	33	34	15	15	15	23.571	22.297	21.786	15	7490821	2920935	6869767	225704	3800738	6584226	4034466	415646	5721358	6827107	4489077	15	5541214	2673003	6882528	220357	3157248	4737916	4166197	245343	6316208	3272473	3721249	15	7259291	3869839	5047371	297441	3357408	4965523	5783038	271089	7709917	3850849	4241176
2284	1	sp|Q5RJH2|MCTP2_MOUSE	 	 	 	 	4133717	1.6	878	100177	Multiple C2 and transmembrane domain-containing protein 2 OS=Mus musculus OX=10090 GN=Mctp2 PE=2 SV=1	10	10	1	3	3	4	3	3	4	3	3	4	3	4864188	7915451	7376636	478108	11590940	11736975	3623677	461793	4364683	4258183	5667063	3	2193173	4222107	4613892	172072	3728454	7138368	2331899	162462	3046992	3820403	3142982	4	2722926	6341574	4405285	271790	5916736	7624663	3565475	186133	3164102	1712369	3591105
4270	1	sp|Q91V64|ISOC1_MOUSE	 	 	 	 	4127835	26.3	297	32032	Isochorismatase domain-containing protein 1 OS=Mus musculus OX=10090 GN=Isoc1 PE=1 SV=1	43	43	1	15	13	15	15	13	15	15	13	15	15	4721255	2833801	5955262	183297	3989170	4578628	2298614	195577	4547751	4186189	3348954	13	7230648	3898866	10077913	228310	4956490	7658313	4713556	274585	8908475	5262150	5320931	15	5408799	4066034	5955248	211737	3930920	4585548	4006617	178732	5782625	3009950	3713621
3751	1	sp|Q8JZN5|ACAD9_MOUSE	 	 	 	 	4118771	44.5	625	68721	"Complex I assembly factor ACAD9, mitochondrial OS=Mus musculus OX=10090 GN=Acad9 PE=1 SV=2"	103	103	1	34	34	35	34	34	35	34	34	35	34	4918506	4412282	5328927	314176	7418350	6076819	3077201	308726	3755356	3911093	3952144	34	5310129	4095460	7295222	318306	5919949	6797544	5181222	338551	5422038	5215552	4589397	35	4640013	5066180	5040812	299829	6080379	5058716	4848078	214975	4488015	2410715	3814771
6123	1	sp|Q9Z204|HNRPC_MOUSE	 	 	 	 	4108658	39.6	313	34384	Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Mus musculus OX=10090 GN=Hnrnpc PE=1 SV=1	87	87	1	29	29	29	29	29	29	29	29	29	29	4495270	3553908	5070897	245000	4526898	4950149	2807772	226864	3809831	4318690	3400528	29	2926670	2474936	4850055	169817	3056720	3781017	3089267	191737	3862903	3370299	2777342	29	7368309	7476108	8184132	447456	7579535	7343333	8466735	294401	9401062	4919974	6148105
382	1	sp|O09061|PSB1_MOUSE	 	 	 	 	4107892	40	240	26372	Proteasome subunit beta type-1 OS=Mus musculus OX=10090 GN=Psmb1 PE=1 SV=1	56	56	1	19	18	19	19	18	19	19	18	19	19	5027890	3809141	5550537	313166	4935291	6389133	3360877	410627	4770016	5130847	3969753	18	5396377	3813685	7214001	316975	4784857	6857744	5110906	402494	6727242	5339135	4596342	19	4319160	5128767	4835427	386685	4201898	5622021	5023559	285371	4969237	2803688	3757581
5633	1	sp|Q9JHS4|CLPX_MOUSE	 	 	 	 	4105981	39.6	634	69228	"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial OS=Mus musculus OX=10090 GN=Clpx PE=1 SV=2"	91	91	1	33	28	30	33	28	30	33	28	30	33	4588484	4143969	4426945	245573	5110300	4733291	2672372	222710	3460002	4044115	3364776	28	4759759	4781840	6876545	325863	5084131	6489753	4899414	370109	5449372	6407482	4544427	30	5861352	7299563	5290326	369253	6117674	5110762	5003168	202893	5720606	3111803	4408740
6171	1	sp|Q9Z2Y8|PLPHP_MOUSE	 	 	 	 	4099553	45.6	274	30048	Pyridoxal phosphate homeostasis protein OS=Mus musculus OX=10090 GN=Plpbp PE=1 SV=1	74	74	1	24	23	27	24	23	27	24	23	27	24	4816465	3376711	5634961	272633	4646956	6980682	3109034	308767	3949614	3477061	3657288	23	7463131	2606346	11680021	307501	3601787	13031865	7458228	651714	4296042	3191678	5428831	27	4125387	3627103	5233978	274418	3315984	5569362	4390883	250991	3698708	1638575	3212539
6293	1	tr|E9QA16|E9QA16_MOUSE	 	 	 	 	4083591	33.2	536	61836	Caldesmon 1 OS=Mus musculus OX=10090 GN=Cald1 PE=1 SV=1	81	81	1	31	24	26	31	24	26	31	24	26	31	5975089	4837943	6683722	346156	6338987	7878467	3948926	369546	5683804	6355185	4841783	24	3378546	3022198	5208753	204607	3285685	3973428	3519132	190187	4749437	4033398	3156537	26	5218562	5793410	5360142	360759	5019642	4891434	5650769	230462	6485214	3514148	4252454
6422	1	tr|Q9Z1A1|Q9Z1A1_MOUSE	 	 	 	 	4078647	37	397	43020	TFG protein OS=Mus musculus OX=10090 GN=Tfg PE=1 SV=1	52	52	1	17	16	19	17	16	19	17	16	19	17	4721447	3298951	4467466	271871	4348365	5242967	3253336	331371	4937372	5395779	3626892	16	5931705	4684716	7787062	390469	5745915	6844572	6315988	439399	8932077	6613186	5368509	19	4039553	3798689	3556202	298524	3461435	3696576	4695321	210011	5623355	3025733	3240540
435	1	sp|O35465|FKBP8_MOUSE	 	 	 	 	4056395	31.1	402	43528	Peptidyl-prolyl cis-trans isomerase FKBP8 OS=Mus musculus OX=10090 GN=Fkbp8 PE=1 SV=2	43	43	1	15	13	15	15	13	15	15	13	15	15	4568815	4436623	5318055	267648	6515306	6422858	3213436	283096	6416881	6350401	4379312	13	4950955	4713646	6468330	279116	4472316	6432062	4732895	311658	8224446	6377195	4696262	15	3330716	4373829	3559887	193508	3745570	3909438	3778681	144119	5053270	2847109	3093613
3930	1	sp|Q8QZY1|EIF3L_MOUSE	 	 	 	 	4054366	42	564	66612	Eukaryotic translation initiation factor 3 subunit L OS=Mus musculus OX=10090 GN=Eif3l PE=1 SV=1	86	86	1	29	29	28	29	29	28	29	29	28	29	5420484	4783317	5211330	310134	6069785	5747450	3511504	306436	5792414	6392023	4354488	29	4331028	4176933	5954483	289458	4681310	5231517	4472521	309045	6376520	5489809	4131262	28	4565820	5098153	4106888	289045	4450631	4048920	5153721	190573	5912227	2957506	3677349
3716	1	sp|Q8CIB5|FERM2_MOUSE	 	 	 	 	4047219	39.7	680	77800	Fermitin family homolog 2 OS=Mus musculus OX=10090 GN=Fermt2 PE=1 SV=1	94	94	1	28	31	35	28	31	35	28	31	35	28	6631956	4853960	6981015	307100	6070878	7313384	3674276	343395	5522402	7773018	4947138	31	3582995	3660680	5785082	252107	3996258	5144709	3761504	253292	4928897	5131460	3649698	35	4061554	5094741	4596933	300554	4287232	4742509	4536068	213158	4906021	2709422	3544819
3753	1	sp|Q8JZQ2|AFG32_MOUSE	 	 	"sp|Q8C8R3|ANK2_MOUSE, sp|Q8JZQ2|AFG32_MOUSE, sp|Q920A7|AFG31_MOUSE"	 	4046753	42.1	802	89518	Mitochondrial inner membrane m-AAA protease component AFG3L2 OS=Mus musculus OX=10090 GN=Afg3l2 PE=1 SV=1	134	107	0.799	43	41	50	33	33	41	40.915	39.837	48.473	33	5141742	5003031	5691154	354683	6715197	6408926	3623622	312985	5235078	4943383	4342980	33	4149649	3405437	5115377	245488	4078029	5329895	3934041	265675	5054256	4755341	3633319	41	5045055	6232639	5241913	381641	5732859	5222917	5076830	237951	5459829	3007953	4163959
1043	1	sp|P27546|MAP4_MOUSE	 	 	 	 	4029804	44.3	1125	117428	Microtubule-associated protein 4 OS=Mus musculus OX=10090 GN=Map4 PE=1 SV=3	116	116	1	36	36	44	36	36	44	36	36	44	36	4314003	3054558	5043069	230462	4060470	5767200	2857025	248093	4096573	4282684	3395414	36	4505985	3837740	6767734	292801	4103899	6818903	4841680	306834	5780639	5187626	4244384	44	5058454	5486096	6165848	354057	5373522	6292045	5989628	272476	5986667	3517340	4449613
3948	1	sp|Q8R0F8|FAHD1_MOUSE	 	 	 	 	4029161	30.8	221	24520	"Oxaloacetate tautomerase FAHD1, mitochondrial OS=Mus musculus OX=10090 GN=Fahd1 PE=1 SV=3"	46	46	1	17	12	17	17	12	17	17	12	17	17	5156821	3489177	5747304	221906	4234647	5653991	2748808	262655	3693948	4222246	3543150	12	7030729	3562008	9458112	251283	5394159	7032804	6675005	328119	6779388	5106173	5161778	17	5041161	4070373	5460253	261303	3884993	4143542	4335869	174963	4358606	2094487	3382555
1484	1	sp|P59242|CING_MOUSE	 	 	 	 	4012271	43.9	1191	136445	Cingulin OS=Mus musculus OX=10090 GN=Cgn PE=1 SV=1	138	138	1	48	45	45	48	45	45	48	45	45	48	4191542	3890552	5029706	296243	5090135	5277366	2931023	293027	3706708	4045328	3475163	45	4017229	3375792	5749894	244274	3895470	5783998	4350420	289358	4980852	4766075	3745336	45	5493896	7258253	6187953	431632	6391259	6867254	6147229	305278	5710479	3369894	4816313
2738	1	sp|Q6P3A8|ODBB_MOUSE	 	 	 	 	4012097	31.8	390	42880	"2-oxoisovalerate dehydrogenase subunit beta, mitochondrial OS=Mus musculus OX=10090 GN=Bckdhb PE=1 SV=2"	91	91	1	30	34	27	30	34	27	30	34	27	30	6290923	2129637	7203601	240788	3731755	6994843	3790975	480060	2232806	4297130	3739252	34	7972852	4542786	11609647	343523	4696516	6228695	4833998	300949	3452501	6022833	5000430	27	5610729	3170468	6406545	225066	3151111	5312917	5125554	156023	2605101	1202570	3296608
6364	1	tr|Q6PHQ9|Q6PHQ9_MOUSE	 	 	"sp|P29341|PABP1_MOUSE, tr|Q62029|Q62029_MOUSE, tr|Q6PHQ9|Q6PHQ9_MOUSE, tr|Q9D4E6|Q9D4E6_MOUSE"	 	4003217	35.6	660	72242	Polyadenylate-binding protein OS=Mus musculus OX=10090 GN=Pabpc4 PE=1 SV=1	102	66	0.647	34	34	34	24	20	22	29.143	26.714	27.929	24	5436905	4078816	4594740	321567	5230725	6114615	3603261	370453	6179378	7126495	4305696	20	5581175	4213835	6375880	342369	5085893	5905980	5170967	347572	8658003	5440892	4712257	22	3914383	3709456	2979286	256970	3128303	3109056	4111574	175663	5601618	2930676	2991698
6449	1	sp|O09158|CP3AP_MOUSE_family	 	sp|O09158|CP3AP_MOUSE&tr|D3Z2W7|D3Z2W7_MOUSE&tr|D3YYZ0|D3YYZ0_MOUSE	"sp|O09158|CP3AP_MOUSE&tr|D3Z2W7|D3Z2W7_MOUSE&tr|D3YYZ0|D3YYZ0_MOUSE, sp|Q8BGI5|PEX26_MOUSE"	 	4000595	33.6	503	58122	Cytochrome P450 3A25 OS=Mus musculus OX=10090 GN=Cyp3a25 PE=1 SV=1	96	89	0.927	32	31	33	30	28	31	31.648	30.472	32.648	30	4839717	4779874	4817613	344930	5534740	6171572	2419957	372142	6947520	6592604	4282067	28	3753447	3738949	5402718	347791	5434639	8823747	3084803	424536	7216145	4756909	4298368	31	3424203	5279435	3231966	332942	3943286	4759266	2996458	234402	6640476	3371064	3421350
1015	1	sp|P24721|ASGR2_MOUSE	 	 	 	 	3996823	19.6	301	34906	Asialoglycoprotein receptor 2 OS=Mus musculus OX=10090 GN=Asgr2 PE=1 SV=1	26	26	1	9	9	8	9	9	8	9	9	8	9	4105676	2760624	4319650	244699	4129157	4503308	2624264	283187	4256682	4104389	3133164	9	4312669	4513107	6357750	258418	3898652	6742383	3761781	255531	5878817	5497266	4147637	8	5711248	6183330	6005109	233626	5440997	7534366	6214714	199433	5702148	3871721	4709669
1510	1	sp|P60843|IF4A1_MOUSE	 	 	"sp|P10630|IF4A2_MOUSE, sp|P60843|IF4A1_MOUSE, sp|Q91VC3|IF4A3_MOUSE"	 	3996234	45.8	406	46153	Eukaryotic initiation factor 4A-I OS=Mus musculus OX=10090 GN=Eif4a1 PE=1 SV=1	253	76	0.3	85	88	80	27	25	24	70.34	71.49	63.444	32	7871625	5420394	7205055	397827	6886543	8099281	4797307	361087	7250616	8151118	5644085	29	3198972	2741186	4143590	178668	3107372	3651697	3375297	183733	4455303	3665522	2870134	28	4337472	4545373	4005895	266385	3844101	4094822	4870354	170103	5642044	2968273	3474482
4287	1	sp|Q91VI7|RINI_MOUSE	 	 	 	 	3986930	68.6	456	49816	Ribonuclease inhibitor OS=Mus musculus OX=10090 GN=Rnh1 PE=1 SV=1	137	137	1	52	40	45	52	40	45	52	40	45	52	6501081	4362377	7246370	287791	5529955	8037297	4280407	431532	7009375	9530158	5321634	40	3611357	2679092	5575981	218014	3413797	4586111	4134184	254293	5582256	3623311	3367840	45	4133619	4045034	4364339	240755	3598264	4297909	4584628	178186	4844707	2425712	3271315
5036	1	sp|Q9CXZ1|NDUS4_MOUSE	 	 	 	 	3986326	37.1	175	19784	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial OS=Mus musculus OX=10090 GN=Ndufs4 PE=1 SV=3"	53	53	1	13	21	19	13	21	19	13	21	19	13	7094564	7244389	8275194	490343	7738589	8369624	4493950	367523	5503317	3722443	5329993	21	5238260	4091182	6301532	323680	4107117	6853037	4657014	330878	4824677	5401177	4212855	19	3121008	3751043	3463516	278521	3175473	3026419	3071263	150406	2631506	1492138	2416129
3261	1	sp|Q8BJW6|EIF2A_MOUSE	 	 	 	 	3982040	42.5	581	64403	Eukaryotic translation initiation factor 2A OS=Mus musculus OX=10090 GN=Eif2a PE=1 SV=2	72	72	1	23	21	28	23	21	28	23	21	28	23	6060528	4243741	5665290	211716	5151828	6333216	3525296	219623	5221429	6509345	4314201	21	3838509	3168777	5072003	186396	3244487	4127538	3306037	184907	4728272	3867883	3172481	28	5893595	5941338	5216415	298157	4892858	5127974	5712373	230996	7515136	3765535	4459438
2166	1	sp|Q3URE1|ACSF3_MOUSE	 	 	 	 	3970611	35.7	583	65076	"Malonate--CoA ligase ACSF3, mitochondrial OS=Mus musculus OX=10090 GN=Acsf3 PE=1 SV=2"	65	65	1	24	19	22	24	19	22	24	19	22	24	5754238	4431768	6243877	315322	6826095	6924550	3566628	303795	3664885	3538352	4156951	19	5222314	4513294	6941625	291519	4912403	6319220	4095229	300395	4545506	5939752	4308126	22	4882465	5228355	4909376	318462	5053607	4450575	3903862	195263	3530654	1994958	3446758
5409	1	sp|Q9DBH5|LMAN2_MOUSE	 	 	 	 	3963118	34.4	358	40429	Vesicular integral-membrane protein VIP36 OS=Mus musculus OX=10090 GN=Lman2 PE=1 SV=2	75	75	1	23	26	26	23	26	26	23	26	26	23	6131847	3793360	5335489	309534	4835029	5466933	3778321	370064	6572473	6856803	4344985	26	3398512	2553927	3994860	189414	2670790	3446032	2929941	202963	5058165	3033921	2747853	26	6668675	6063950	5284420	422068	4624191	5525781	6255873	315108	8593992	4211094	4796515
1605	1	sp|P62855|RS26_MOUSE	 	 	 	 	3954147	27	115	13015	Small ribosomal subunit protein eS26 OS=Mus musculus OX=10090 GN=Rps26 PE=1 SV=3	47	47	1	16	16	15	16	16	15	16	16	15	16	5843921	5323926	5885948	219021	6374737	6926009	3608499	197863	6083130	7209599	4767265	16	3695857	3265260	4902249	156704	3713513	5161726	3643743	177741	5370161	4664784	3475174	15	4499048	5364339	3951534	191824	4432181	4358117	4694868	152336	5707270	2848494	3620001
466	1	sp|O35857|TIM44_MOUSE	 	 	 	 	3954092	49.8	452	51091	Mitochondrial import inner membrane translocase subunit TIM44 OS=Mus musculus OX=10090 GN=Timm44 PE=1 SV=2	97	97	1	27	36	34	27	36	34	27	36	34	27	4042185	3019165	4045671	186824	3654966	4458691	2454234	189951	3213767	3332059	2859751	36	6611087	4330638	7763752	279840	4943180	7747610	6130699	305913	6820044	6090411	5102317	34	5253704	5344300	5111997	298471	4469328	5337318	4847143	184851	4952855	3202117	3900208
2017	1	sp|Q3TNA1|XYLB_MOUSE	 	 	 	 	3944343	41.4	551	59543	Xylulose kinase OS=Mus musculus OX=10090 GN=Xylb PE=1 SV=1	112	112	1	33	41	38	33	41	38	33	41	38	33	6216935	5169973	8047271	375241	6475894	8285236	4178888	382057	5650230	4945779	4972750	41	4095183	3370876	6016741	230402	3423340	5216522	4031527	239391	4728229	4796018	3614823	38	4039562	4399574	4790241	275361	3942684	4574040	4508655	188417	3728919	2007107	3245456
